city,type,date,annee,mois,temperature_max_celsius,temperature_min_celsius,precipitation_mm,humidity_max_percent,humidity_min_percent,wind_speed_kmh
El Jadida,climat_historique,2022-06-30,2022,,22.1,18.8,0.0,86,58,26.3
El Jadida,climat_historique,2022-07-01,2022,,23.2,18.5,0.0,93,64,21.7
El Jadida,climat_historique,2022-07-02,2022,,23.7,18.4,0.0,97,61,18.6
El Jadida,climat_historique,2022-07-03,2022,,23.6,19.1,0.0,89,59,19.1
El Jadida,climat_historique,2022-07-04,2022,,23.9,19.0,0.0,91,60,23.2
El Jadida,climat_historique,2022-07-05,2022,,23.4,19.5,0.0,86,59,18.9
El Jadida,climat_historique,2022-07-06,2022,,23.8,19.2,0.0,92,60,27.2
El Jadida,climat_historique,2022-07-07,2022,,25.1,19.1,0.0,96,68,26.0
El Jadida,climat_historique,2022-07-08,2022,,25.4,20.1,0.0,100,73,18.1
El Jadida,climat_historique,2022-07-09,2022,,26.5,19.5,0.0,100,68,16.8
El Jadida,climat_historique,2022-07-10,2022,,27.0,19.8,0.0,100,63,19.3
El Jadida,climat_historique,2022-07-11,2022,,27.5,19.6,0.0,100,61,18.6
El Jadida,climat_historique,2022-07-12,2022,,25.1,20.4,0.0,99,68,15.6
El Jadida,climat_historique,2022-07-13,2022,,26.1,19.5,0.0,100,66,18.7
El Jadida,climat_historique,2022-07-14,2022,,25.6,20.2,0.0,100,71,21.3
El Jadida,climat_historique,2022-07-15,2022,,25.5,20.8,0.0,98,71,21.6
El Jadida,climat_historique,2022-07-16,2022,,25.5,21.4,0.0,96,69,20.3
El Jadida,climat_historique,2022-07-17,2022,,25.4,21.6,0.0,93,67,21.7
El Jadida,climat_historique,2022-07-18,2022,,25.2,21.4,0.0,89,65,25.7
El Jadida,climat_historique,2022-07-19,2022,,25.2,21.1,0.0,92,67,29.9
El Jadida,climat_historique,2022-07-20,2022,,26.5,20.8,0.0,95,69,25.1
El Jadida,climat_historique,2022-07-21,2022,,26.8,21.4,0.0,95,69,25.3
El Jadida,climat_historique,2022-07-22,2022,,27.4,21.5,0.0,100,70,22.4
El Jadida,climat_historique,2022-07-23,2022,,28.0,21.5,0.0,100,68,23.2
El Jadida,climat_historique,2022-07-24,2022,,30.0,22.9,0.0,87,56,27.2
El Jadida,climat_historique,2022-07-25,2022,,30.0,24.1,0.0,78,54,24.6
El Jadida,climat_historique,2022-07-26,2022,,28.2,22.5,0.0,92,64,27.1
El Jadida,climat_historique,2022-07-27,2022,,25.6,21.0,0.0,97,64,23.5
El Jadida,climat_historique,2022-07-28,2022,,25.0,20.8,0.0,88,61,23.2
El Jadida,climat_historique,2022-07-29,2022,,25.4,21.4,0.0,94,69,24.5
El Jadida,climat_historique,2022-07-30,2022,,26.1,21.0,0.0,97,70,26.3
El Jadida,climat_historique,2022-07-31,2022,,26.6,21.5,0.0,100,75,24.6
El Jadida,climat_historique,2022-08-01,2022,,27.6,22.1,0.0,100,71,27.3
El Jadida,climat_historique,2022-08-02,2022,,26.4,21.8,0.0,100,76,26.9
El Jadida,climat_historique,2022-08-03,2022,,24.8,20.9,0.0,97,69,23.2
El Jadida,climat_historique,2022-08-04,2022,,24.5,20.5,0.0,93,63,21.4
El Jadida,climat_historique,2022-08-05,2022,,25.0,20.5,0.0,94,64,23.1
El Jadida,climat_historique,2022-08-06,2022,,25.2,21.1,0.3,90,67,25.9
El Jadida,climat_historique,2022-08-07,2022,,25.0,21.0,0.2,89,63,22.0
El Jadida,climat_historique,2022-08-08,2022,,25.1,20.5,0.0,89,55,23.8
El Jadida,climat_historique,2022-08-09,2022,,25.3,18.5,0.0,94,55,19.7
El Jadida,climat_historique,2022-08-10,2022,,24.8,18.8,0.0,94,57,14.6
El Jadida,climat_historique,2022-08-11,2022,,25.5,19.0,0.0,96,60,21.3
El Jadida,climat_historique,2022-08-12,2022,,25.7,21.0,0.0,93,68,24.3
El Jadida,climat_historique,2022-08-13,2022,,26.7,21.5,0.1,98,62,22.7
El Jadida,climat_historique,2022-08-14,2022,,25.0,21.2,0.0,96,68,20.3
El Jadida,climat_historique,2022-08-15,2022,,24.8,20.7,0.0,89,61,19.8
El Jadida,climat_historique,2022-08-16,2022,,24.9,19.4,0.0,91,56,20.2
El Jadida,climat_historique,2022-08-17,2022,,24.5,20.5,0.0,85,59,28.2
El Jadida,climat_historique,2022-08-18,2022,,25.4,19.0,0.0,96,61,25.8
El Jadida,climat_historique,2022-08-19,2022,,26.5,19.5,0.0,100,59,17.7
El Jadida,climat_historique,2022-08-20,2022,,26.8,20.2,0.0,100,64,18.4
El Jadida,climat_historique,2022-08-21,2022,,27.0,20.7,0.0,100,64,25.5
El Jadida,climat_historique,2022-08-22,2022,,25.8,20.0,0.0,97,73,24.9
El Jadida,climat_historique,2022-08-23,2022,,25.5,20.6,0.0,96,66,19.7
El Jadida,climat_historique,2022-08-24,2022,,24.8,21.5,0.8,88,65,19.3
El Jadida,climat_historique,2022-08-25,2022,,25.0,21.4,0.3,89,66,25.4
El Jadida,climat_historique,2022-08-26,2022,,24.9,21.2,0.0,91,68,23.9
El Jadida,climat_historique,2022-08-27,2022,,24.3,20.2,0.0,88,58,18.1
El Jadida,climat_historique,2022-08-28,2022,,24.9,19.5,0.0,90,60,18.4
El Jadida,climat_historique,2022-08-29,2022,,25.0,20.0,0.0,92,65,24.6
El Jadida,climat_historique,2022-08-30,2022,,25.4,21.0,0.1,93,70,19.9
El Jadida,climat_historique,2022-08-31,2022,,25.7,21.2,0.0,98,65,27.1
El Jadida,climat_historique,2022-09-01,2022,,26.3,21.0,0.0,92,57,24.9
El Jadida,climat_historique,2022-09-02,2022,,25.2,20.8,0.0,95,69,23.3
El Jadida,climat_historique,2022-09-03,2022,,24.7,20.5,0.0,87,61,23.3
El Jadida,climat_historique,2022-09-04,2022,,24.5,19.5,0.0,93,59,22.7
El Jadida,climat_historique,2022-09-05,2022,,24.6,19.0,0.0,95,62,25.0
El Jadida,climat_historique,2022-09-06,2022,,24.6,20.0,0.2,95,64,24.0
El Jadida,climat_historique,2022-09-07,2022,,24.9,20.0,0.0,95,65,23.2
El Jadida,climat_historique,2022-09-08,2022,,24.6,19.9,0.0,96,65,27.9
El Jadida,climat_historique,2022-09-09,2022,,25.2,20.5,0.0,99,75,24.3
El Jadida,climat_historique,2022-09-10,2022,,24.4,20.7,0.0,100,75,19.8
El Jadida,climat_historique,2022-09-11,2022,,25.2,20.3,0.0,100,78,15.3
El Jadida,climat_historique,2022-09-12,2022,,24.1,18.5,0.0,100,64,26.9
El Jadida,climat_historique,2022-09-13,2022,,24.8,20.0,0.2,99,71,25.2
El Jadida,climat_historique,2022-09-14,2022,,24.0,19.2,0.0,99,68,23.1
El Jadida,climat_historique,2022-09-15,2022,,24.6,18.2,0.0,100,65,17.7
El Jadida,climat_historique,2022-09-16,2022,,25.0,20.2,0.2,95,66,20.3
El Jadida,climat_historique,2022-09-17,2022,,25.0,19.8,0.0,94,63,21.0
El Jadida,climat_historique,2022-09-18,2022,,25.3,19.6,0.0,95,62,13.8
El Jadida,climat_historique,2022-09-19,2022,,24.9,20.0,0.1,97,65,16.1
El Jadida,climat_historique,2022-09-20,2022,,25.8,20.2,0.4,96,69,18.5
El Jadida,climat_historique,2022-09-21,2022,,25.5,20.6,0.0,97,69,20.8
El Jadida,climat_historique,2022-09-22,2022,,25.6,19.2,0.2,98,58,20.6
El Jadida,climat_historique,2022-09-23,2022,,25.5,20.5,0.0,94,68,20.2
El Jadida,climat_historique,2022-09-24,2022,,25.0,21.3,0.0,96,71,17.8
El Jadida,climat_historique,2022-09-25,2022,,23.6,20.8,0.0,86,52,15.5
El Jadida,climat_historique,2022-09-26,2022,,23.8,19.6,0.0,73,45,14.0
El Jadida,climat_historique,2022-09-27,2022,,23.6,16.8,0.0,95,45,18.4
El Jadida,climat_historique,2022-09-28,2022,,24.4,17.8,0.0,89,49,18.1
El Jadida,climat_historique,2022-09-29,2022,,23.6,20.0,0.2,79,51,17.4
El Jadida,climat_historique,2022-09-30,2022,,23.2,18.4,2.1,92,51,29.0
El Jadida,climat_historique,2022-10-01,2022,,24.1,17.6,0.0,87,51,37.3
El Jadida,climat_historique,2022-10-02,2022,,28.7,17.4,0.0,92,33,14.8
El Jadida,climat_historique,2022-10-03,2022,,26.5,17.8,0.0,94,53,15.7
El Jadida,climat_historique,2022-10-04,2022,,24.3,18.2,0.0,99,70,22.7
El Jadida,climat_historique,2022-10-05,2022,,24.0,19.0,0.0,99,67,17.0
El Jadida,climat_historique,2022-10-06,2022,,23.5,18.9,0.0,100,61,16.9
El Jadida,climat_historique,2022-10-07,2022,,25.0,18.2,0.0,100,62,22.1
El Jadida,climat_historique,2022-10-08,2022,,24.1,20.3,0.0,97,72,20.5
El Jadida,climat_historique,2022-10-09,2022,,23.8,19.3,0.1,98,70,18.1
El Jadida,climat_historique,2022-10-10,2022,,23.4,19.0,0.0,97,61,14.0
El Jadida,climat_historique,2022-10-11,2022,,22.2,17.5,6.4,99,67,19.0
El Jadida,climat_historique,2022-10-12,2022,,22.1,16.0,2.1,98,74,22.9
El Jadida,climat_historique,2022-10-13,2022,,23.6,17.6,4.0,99,67,23.5
El Jadida,climat_historique,2022-10-14,2022,,25.4,18.3,0.0,98,61,17.7
El Jadida,climat_historique,2022-10-15,2022,,23.8,17.6,0.0,100,71,16.6
El Jadida,climat_historique,2022-10-16,2022,,26.9,19.2,0.0,99,40,27.1
El Jadida,climat_historique,2022-10-17,2022,,25.8,16.8,0.3,96,48,12.5
El Jadida,climat_historique,2022-10-18,2022,,27.0,17.4,0.0,99,46,16.3
El Jadida,climat_historique,2022-10-19,2022,,26.2,16.5,0.0,100,44,15.0
El Jadida,climat_historique,2022-10-20,2022,,24.5,16.8,0.0,100,55,16.2
El Jadida,climat_historique,2022-10-21,2022,,24.0,14.9,0.0,98,62,14.9
El Jadida,climat_historique,2022-10-22,2022,,24.2,16.4,0.1,97,50,15.5
El Jadida,climat_historique,2022-10-23,2022,,24.0,17.1,0.0,100,72,15.4
El Jadida,climat_historique,2022-10-24,2022,,30.9,16.2,0.0,100,29,13.6
El Jadida,climat_historique,2022-10-25,2022,,25.4,16.0,0.0,95,46,13.0
El Jadida,climat_historique,2022-10-26,2022,,35.1,17.2,0.0,89,12,20.0
El Jadida,climat_historique,2022-10-27,2022,,30.2,18.3,0.0,69,19,15.0
El Jadida,climat_historique,2022-10-28,2022,,31.0,16.5,0.0,63,16,12.4
El Jadida,climat_historique,2022-10-29,2022,,31.6,18.2,0.0,70,15,20.0
El Jadida,climat_historique,2022-10-30,2022,,27.1,16.9,0.0,93,46,16.9
El Jadida,climat_historique,2022-10-31,2022,,24.3,15.9,0.0,99,28,12.5
El Jadida,climat_historique,2022-11-01,2022,,22.8,18.0,0.0,100,80,11.5
El Jadida,climat_historique,2022-11-02,2022,,23.6,18.5,0.0,100,67,18.4
El Jadida,climat_historique,2022-11-03,2022,,22.2,17.0,0.6,100,67,19.6
El Jadida,climat_historique,2022-11-04,2022,,22.5,15.1,0.0,94,62,20.8
El Jadida,climat_historique,2022-11-05,2022,,23.1,16.4,0.0,96,68,23.7
El Jadida,climat_historique,2022-11-06,2022,,22.4,17.9,0.3,96,70,18.7
El Jadida,climat_historique,2022-11-07,2022,,21.9,14.6,0.0,99,69,12.8
El Jadida,climat_historique,2022-11-08,2022,,20.7,14.6,0.0,100,72,9.8
El Jadida,climat_historique,2022-11-09,2022,,23.0,15.2,0.0,100,60,15.2
El Jadida,climat_historique,2022-11-10,2022,,22.6,15.8,0.0,99,61,23.8
El Jadida,climat_historique,2022-11-11,2022,,21.7,14.1,0.0,100,77,11.1
El Jadida,climat_historique,2022-11-12,2022,,22.6,13.4,0.0,100,61,11.9
El Jadida,climat_historique,2022-11-13,2022,,26.7,12.6,0.0,93,28,17.8
El Jadida,climat_historique,2022-11-14,2022,,26.1,17.2,0.0,96,21,12.5
El Jadida,climat_historique,2022-11-15,2022,,25.3,14.4,0.0,99,37,13.6
El Jadida,climat_historique,2022-11-16,2022,,22.3,14.8,0.0,98,65,14.5
El Jadida,climat_historique,2022-11-17,2022,,21.9,17.0,0.2,100,77,14.7
El Jadida,climat_historique,2022-11-18,2022,,19.8,16.5,4.7,98,63,23.8
El Jadida,climat_historique,2022-11-19,2022,,19.5,14.6,0.0,80,55,25.0
El Jadida,climat_historique,2022-11-20,2022,,20.8,13.0,0.0,80,50,28.0
El Jadida,climat_historique,2022-11-21,2022,,21.1,13.4,0.0,93,59,19.1
El Jadida,climat_historique,2022-11-22,2022,,21.1,14.1,0.0,98,69,10.4
El Jadida,climat_historique,2022-11-23,2022,,21.0,14.6,0.0,100,67,11.9
El Jadida,climat_historique,2022-11-24,2022,,20.9,13.5,0.0,98,72,16.2
El Jadida,climat_historique,2022-11-25,2022,,21.5,13.9,0.0,99,61,25.3
El Jadida,climat_historique,2022-11-26,2022,,21.1,14.1,0.0,94,66,19.7
El Jadida,climat_historique,2022-11-27,2022,,20.1,10.9,0.0,99,81,11.0
El Jadida,climat_historique,2022-11-28,2022,,21.2,16.3,0.0,96,62,30.9
El Jadida,climat_historique,2022-11-29,2022,,19.1,12.6,0.0,89,59,24.7
El Jadida,climat_historique,2022-11-30,2022,,19.0,9.6,0.0,94,61,11.2
El Jadida,climat_historique,2022-12-01,2022,,17.3,13.0,16.3,93,79,28.3
El Jadida,climat_historique,2022-12-02,2022,,18.3,14.1,0.5,96,79,12.5
El Jadida,climat_historique,2022-12-03,2022,,19.0,13.0,1.8,99,74,20.9
El Jadida,climat_historique,2022-12-04,2022,,21.9,14.2,2.0,95,50,23.1
El Jadida,climat_historique,2022-12-05,2022,,18.7,15.6,7.6,85,69,47.3
El Jadida,climat_historique,2022-12-06,2022,,19.2,15.4,0.8,96,80,18.6
El Jadida,climat_historique,2022-12-07,2022,,20.9,14.4,0.2,94,59,24.0
El Jadida,climat_historique,2022-12-08,2022,,20.4,17.4,4.9,90,56,39.2
El Jadida,climat_historique,2022-12-09,2022,,20.3,17.5,4.1,90,75,40.1
El Jadida,climat_historique,2022-12-10,2022,,20.0,16.9,2.9,94,79,28.2
El Jadida,climat_historique,2022-12-11,2022,,21.5,17.0,0.8,92,75,29.5
El Jadida,climat_historique,2022-12-12,2022,,21.5,18.8,0.0,96,81,27.3
El Jadida,climat_historique,2022-12-13,2022,,23.4,18.3,0.4,97,70,29.4
El Jadida,climat_historique,2022-12-14,2022,,20.9,17.1,24.6,91,65,45.9
El Jadida,climat_historique,2022-12-15,2022,,18.9,15.0,21.5,88,61,42.4
El Jadida,climat_historique,2022-12-16,2022,,17.7,14.4,6.6,91,67,23.2
El Jadida,climat_historique,2022-12-17,2022,,19.0,13.7,0.5,93,74,13.6
El Jadida,climat_historique,2022-12-18,2022,,19.8,11.2,0.0,95,81,10.5
El Jadida,climat_historique,2022-12-19,2022,,24.0,12.6,0.0,90,54,17.6
El Jadida,climat_historique,2022-12-20,2022,,23.1,12.5,0.0,85,52,18.0
El Jadida,climat_historique,2022-12-21,2022,,20.2,11.6,0.0,94,65,12.8
El Jadida,climat_historique,2022-12-22,2022,,20.2,13.4,0.0,97,80,19.2
El Jadida,climat_historique,2022-12-23,2022,,20.0,13.1,0.0,97,78,13.3
El Jadida,climat_historique,2022-12-24,2022,,22.0,12.1,0.0,96,58,12.6
El Jadida,climat_historique,2022-12-25,2022,,23.4,14.1,0.0,77,41,17.7
El Jadida,climat_historique,2022-12-26,2022,,23.1,12.1,0.0,87,50,16.5
El Jadida,climat_historique,2022-12-27,2022,,19.1,10.2,0.0,93,74,17.1
El Jadida,climat_historique,2022-12-28,2022,,18.7,10.4,0.2,97,79,14.3
El Jadida,climat_historique,2022-12-29,2022,,18.4,10.2,0.0,98,74,13.9
El Jadida,climat_historique,2022-12-30,2022,,21.4,7.7,0.0,96,57,17.9
El Jadida,climat_historique,2022-12-31,2022,,23.3,11.1,0.0,87,47,18.9
El Jadida,climat_historique,2023-01-01,2023,,22.4,11.6,0.0,89,41,12.3
El Jadida,climat_historique,2023-01-02,2023,,19.6,10.8,0.0,93,56,14.5
El Jadida,climat_historique,2023-01-03,2023,,19.2,12.1,0.6,96,75,27.9
El Jadida,climat_historique,2023-01-04,2023,,19.0,13.0,0.0,93,73,16.3
El Jadida,climat_historique,2023-01-05,2023,,18.5,10.6,0.0,97,82,12.2
El Jadida,climat_historique,2023-01-06,2023,,18.6,11.6,0.0,100,73,10.2
El Jadida,climat_historique,2023-01-07,2023,,18.6,11.5,0.0,99,70,14.3
El Jadida,climat_historique,2023-01-08,2023,,19.2,10.4,0.0,97,69,16.6
El Jadida,climat_historique,2023-01-09,2023,,19.0,13.4,1.3,95,79,10.6
El Jadida,climat_historique,2023-01-10,2023,,19.1,12.2,0.0,95,76,20.9
El Jadida,climat_historique,2023-01-11,2023,,18.4,15.4,0.3,95,77,19.7
El Jadida,climat_historique,2023-01-12,2023,,17.9,12.9,0.6,92,69,24.9
El Jadida,climat_historique,2023-01-13,2023,,18.2,10.2,0.0,93,75,20.1
El Jadida,climat_historique,2023-01-14,2023,,18.0,12.9,0.0,96,68,18.2
El Jadida,climat_historique,2023-01-15,2023,,17.9,10.8,0.0,97,71,16.8
El Jadida,climat_historique,2023-01-16,2023,,16.6,10.7,0.4,91,69,25.4
El Jadida,climat_historique,2023-01-17,2023,,16.8,11.1,2.2,93,62,18.1
El Jadida,climat_historique,2023-01-18,2023,,17.0,13.7,2.3,90,61,23.9
El Jadida,climat_historique,2023-01-19,2023,,16.3,9.8,0.2,87,52,27.7
El Jadida,climat_historique,2023-01-20,2023,,16.5,9.3,0.0,88,63,17.0
El Jadida,climat_historique,2023-01-21,2023,,18.0,10.7,0.5,94,70,18.4
El Jadida,climat_historique,2023-01-22,2023,,17.7,10.8,0.3,98,65,25.7
El Jadida,climat_historique,2023-01-23,2023,,17.0,13.4,0.0,75,56,25.9
El Jadida,climat_historique,2023-01-24,2023,,15.5,7.8,0.0,86,51,20.3
El Jadida,climat_historique,2023-01-25,2023,,14.4,11.3,0.5,82,55,22.6
El Jadida,climat_historique,2023-01-26,2023,,15.6,7.6,0.1,82,52,20.2
El Jadida,climat_historique,2023-01-27,2023,,15.1,10.9,8.3,92,55,26.9
El Jadida,climat_historique,2023-01-28,2023,,15.6,10.0,0.3,82,44,24.7
El Jadida,climat_historique,2023-01-29,2023,,14.4,7.7,0.0,82,51,12.9
El Jadida,climat_historique,2023-01-30,2023,,14.6,4.6,0.2,91,54,10.2
El Jadida,climat_historique,2023-01-31,2023,,18.8,6.7,0.1,88,31,13.2
El Jadida,climat_historique,2023-02-01,2023,,16.5,8.0,0.2,86,62,11.1
El Jadida,climat_historique,2023-02-02,2023,,15.8,6.8,0.0,96,59,17.6
El Jadida,climat_historique,2023-02-03,2023,,15.7,5.4,0.0,82,49,15.6
El Jadida,climat_historique,2023-02-04,2023,,16.0,5.6,0.0,90,68,16.4
El Jadida,climat_historique,2023-02-05,2023,,16.2,6.7,0.0,94,65,10.6
El Jadida,climat_historique,2023-02-06,2023,,16.5,7.7,0.0,98,74,10.7
El Jadida,climat_historique,2023-02-07,2023,,16.2,8.9,0.2,95,70,16.9
El Jadida,climat_historique,2023-02-08,2023,,16.1,11.9,4.4,92,69,20.9
El Jadida,climat_historique,2023-02-09,2023,,18.9,9.8,0.0,91,56,21.3
El Jadida,climat_historique,2023-02-10,2023,,18.5,11.4,0.8,93,61,14.2
El Jadida,climat_historique,2023-02-11,2023,,21.0,11.2,1.6,94,41,16.0
El Jadida,climat_historique,2023-02-12,2023,,19.5,12.4,0.2,85,50,17.8
El Jadida,climat_historique,2023-02-13,2023,,19.4,10.3,0.0,92,55,15.6
El Jadida,climat_historique,2023-02-14,2023,,19.5,13.4,6.1,96,68,22.6
El Jadida,climat_historique,2023-02-15,2023,,15.2,10.6,12.1,92,70,19.0
El Jadida,climat_historique,2023-02-16,2023,,17.0,8.9,10.4,94,75,24.0
El Jadida,climat_historique,2023-02-17,2023,,18.1,12.2,0.9,92,71,16.9
El Jadida,climat_historique,2023-02-18,2023,,19.8,10.4,0.0,94,58,30.8
El Jadida,climat_historique,2023-02-19,2023,,20.0,12.1,0.1,93,67,14.7
El Jadida,climat_historique,2023-02-20,2023,,20.0,10.0,2.2,95,66,12.3
El Jadida,climat_historique,2023-02-21,2023,,18.4,12.1,0.0,100,82,23.2
El Jadida,climat_historique,2023-02-22,2023,,17.9,14.9,0.1,94,76,21.4
El Jadida,climat_historique,2023-02-23,2023,,17.2,13.6,2.2,94,65,29.9
El Jadida,climat_historique,2023-02-24,2023,,15.6,11.4,0.6,78,54,23.8
El Jadida,climat_historique,2023-02-25,2023,,16.2,11.6,0.9,77,57,26.3
El Jadida,climat_historique,2023-02-26,2023,,17.2,12.6,22.1,93,74,32.1
El Jadida,climat_historique,2023-02-27,2023,,17.1,11.8,2.8,90,57,24.2
El Jadida,climat_historique,2023-02-28,2023,,16.6,12.0,3.9,90,78,19.9
El Jadida,climat_historique,2023-03-01,2023,,16.6,11.8,0.1,86,58,15.3
El Jadida,climat_historique,2023-03-02,2023,,16.9,12.9,2.2,94,70,13.8
El Jadida,climat_historique,2023-03-03,2023,,17.6,13.2,3.0,95,78,19.2
El Jadida,climat_historique,2023-03-04,2023,,17.0,9.8,0.0,90,62,17.7
El Jadida,climat_historique,2023-03-05,2023,,17.5,8.4,0.0,95,67,12.5
El Jadida,climat_historique,2023-03-06,2023,,19.3,10.6,0.0,96,71,16.2
El Jadida,climat_historique,2023-03-07,2023,,20.1,14.1,0.0,100,77,13.1
El Jadida,climat_historique,2023-03-08,2023,,19.0,14.0,0.0,99,78,10.6
El Jadida,climat_historique,2023-03-09,2023,,19.4,14.1,0.0,100,81,14.4
El Jadida,climat_historique,2023-03-10,2023,,19.9,15.4,0.0,97,76,29.4
El Jadida,climat_historique,2023-03-11,2023,,19.9,14.1,0.0,94,69,30.3
El Jadida,climat_historique,2023-03-12,2023,,20.7,14.9,0.0,94,74,22.7
El Jadida,climat_historique,2023-03-13,2023,,19.5,12.8,0.0,99,72,21.1
El Jadida,climat_historique,2023-03-14,2023,,18.6,15.0,0.0,91,74,33.5
El Jadida,climat_historique,2023-03-15,2023,,19.0,12.3,0.0,96,68,21.0
El Jadida,climat_historique,2023-03-16,2023,,18.5,10.9,0.0,100,75,12.9
El Jadida,climat_historique,2023-03-17,2023,,18.4,13.1,0.3,93,73,22.5
El Jadida,climat_historique,2023-03-18,2023,,18.5,14.0,0.1,78,56,22.8
El Jadida,climat_historique,2023-03-19,2023,,18.6,13.7,0.0,89,67,24.5
El Jadida,climat_historique,2023-03-20,2023,,19.4,14.1,0.0,93,58,25.8
El Jadida,climat_historique,2023-03-21,2023,,19.8,12.0,0.0,98,71,19.9
El Jadida,climat_historique,2023-03-22,2023,,19.5,13.4,0.0,96,70,18.6
El Jadida,climat_historique,2023-03-23,2023,,19.5,14.9,0.0,98,74,18.0
El Jadida,climat_historique,2023-03-24,2023,,19.2,14.3,0.0,99,70,26.3
El Jadida,climat_historique,2023-03-25,2023,,19.9,14.8,0.0,96,69,24.7
El Jadida,climat_historique,2023-03-26,2023,,20.5,15.7,0.0,96,72,28.8
El Jadida,climat_historique,2023-03-27,2023,,20.8,14.6,0.0,96,74,23.4
El Jadida,climat_historique,2023-03-28,2023,,20.1,12.8,0.0,99,77,18.5
El Jadida,climat_historique,2023-03-29,2023,,23.0,13.1,0.0,97,70,16.1
El Jadida,climat_historique,2023-03-30,2023,,23.7,13.6,0.0,100,63,23.3
El Jadida,climat_historique,2023-03-31,2023,,20.8,16.1,0.0,94,70,27.4
El Jadida,climat_historique,2023-04-01,2023,,20.5,16.5,0.0,94,71,29.7
El Jadida,climat_historique,2023-04-02,2023,,20.4,16.1,0.3,93,70,30.0
El Jadida,climat_historique,2023-04-03,2023,,20.7,13.4,0.0,96,65,21.3
El Jadida,climat_historique,2023-04-04,2023,,16.5,13.9,4.4,93,63,25.5
El Jadida,climat_historique,2023-04-05,2023,,19.8,13.5,11.8,93,60,34.7
El Jadida,climat_historique,2023-04-06,2023,,20.1,12.8,0.0,97,62,28.5
El Jadida,climat_historique,2023-04-07,2023,,20.0,13.4,0.0,100,77,14.8
El Jadida,climat_historique,2023-04-08,2023,,20.6,14.4,0.0,100,78,21.3
El Jadida,climat_historique,2023-04-09,2023,,22.6,13.8,0.0,91,61,19.5
El Jadida,climat_historique,2023-04-10,2023,,20.5,14.2,0.0,97,76,26.2
El Jadida,climat_historique,2023-04-11,2023,,20.5,14.8,0.0,97,76,21.1
El Jadida,climat_historique,2023-04-12,2023,,19.8,14.9,0.0,97,67,22.7
El Jadida,climat_historique,2023-04-13,2023,,18.6,14.9,1.3,83,66,29.6
El Jadida,climat_historique,2023-04-14,2023,,19.8,13.8,0.0,86,65,32.5
El Jadida,climat_historique,2023-04-15,2023,,20.5,14.1,0.0,93,68,31.0
El Jadida,climat_historique,2023-04-16,2023,,21.4,12.1,0.0,92,65,22.1
El Jadida,climat_historique,2023-04-17,2023,,20.2,12.4,0.0,100,84,12.0
El Jadida,climat_historique,2023-04-18,2023,,20.5,13.9,0.0,100,77,16.7
El Jadida,climat_historique,2023-04-19,2023,,21.0,16.6,0.2,97,72,19.2
El Jadida,climat_historique,2023-04-20,2023,,20.4,15.1,0.2,96,65,16.7
El Jadida,climat_historique,2023-04-21,2023,,20.1,14.2,0.1,97,56,16.3
El Jadida,climat_historique,2023-04-22,2023,,20.8,14.1,0.0,96,66,23.0
El Jadida,climat_historique,2023-04-23,2023,,20.8,16.2,0.0,86,61,27.2
El Jadida,climat_historique,2023-04-24,2023,,22.3,14.9,0.0,92,64,24.3
El Jadida,climat_historique,2023-04-25,2023,,23.9,16.3,0.0,86,55,23.2
El Jadida,climat_historique,2023-04-26,2023,,26.2,17.5,0.0,94,51,16.9
El Jadida,climat_historique,2023-04-27,2023,,25.2,15.8,0.0,97,65,16.9
El Jadida,climat_historique,2023-04-28,2023,,22.0,17.5,0.0,99,74,17.0
El Jadida,climat_historique,2023-04-29,2023,,23.5,17.6,0.0,100,57,25.0
El Jadida,climat_historique,2023-04-30,2023,,22.4,18.1,0.0,95,69,24.2
El Jadida,climat_historique,2023-05-01,2023,,22.1,17.2,0.0,96,70,24.8
El Jadida,climat_historique,2023-05-02,2023,,24.2,16.4,0.0,100,68,16.8
El Jadida,climat_historique,2023-05-03,2023,,22.8,17.1,0.0,100,69,17.3
El Jadida,climat_historique,2023-05-04,2023,,22.5,18.5,0.7,98,72,27.0
El Jadida,climat_historique,2023-05-05,2023,,22.0,17.9,0.0,92,64,25.9
El Jadida,climat_historique,2023-05-06,2023,,22.1,17.6,0.1,88,58,21.6
El Jadida,climat_historique,2023-05-07,2023,,21.9,18.2,0.0,92,64,32.7
El Jadida,climat_historique,2023-05-08,2023,,23.0,17.6,0.0,94,69,26.9
El Jadida,climat_historique,2023-05-09,2023,,23.0,18.4,0.0,96,69,31.4
El Jadida,climat_historique,2023-05-10,2023,,22.9,18.3,0.0,96,70,29.3
El Jadida,climat_historique,2023-05-11,2023,,21.8,17.4,0.0,94,68,25.4
El Jadida,climat_historique,2023-05-12,2023,,22.6,16.2,0.0,96,66,28.3
El Jadida,climat_historique,2023-05-13,2023,,23.0,15.9,0.0,93,56,28.8
El Jadida,climat_historique,2023-05-14,2023,,22.4,15.1,0.0,97,66,22.7
El Jadida,climat_historique,2023-05-15,2023,,21.5,16.7,0.0,96,62,23.8
El Jadida,climat_historique,2023-05-16,2023,,21.1,16.8,0.0,95,64,20.6
El Jadida,climat_historique,2023-05-17,2023,,21.2,17.4,3.7,86,65,26.9
El Jadida,climat_historique,2023-05-18,2023,,20.6,14.1,2.9,96,68,22.1
El Jadida,climat_historique,2023-05-19,2023,,21.5,15.6,0.6,99,63,16.3
